OrderNumber,QuantityOrdered,ListPrice,PricePerUnit,Sales,OrderDate,Status,QuarterOfYear,Month,Year,ProductLine,Company,CITY,COUNTRY,DEALSIZE
10160,50,115,100,5182,11/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium
10170,41,115,100,4391.1,4/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Mini Auto Werke,Graz,Austria,Medium
10181,36,115,100,4477.32,12/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Medium
10192,27,115,100,3544.56,20/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10203,47,115,100,5195.85,2/12/2003,Shipped,4,DECEMBER,2003,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10212,33,115,100,4180.44,16/01/04,Shipped,1,JANUARY,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10225,21,115,100,2684.43,22/02/04,Shipped,1,FEBRUARY,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Small
10239,21,115,93.28,1958.88,12/4/2004,Shipped,2,APRIL,2004,Classic Cars,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small
10253,41,115,100,4910.57,1/6/2004,Cancelled,2,JUNE,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Medium
10266,40,115,100,4468.4,6/7/2004,Shipped,3,JULY,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Medium
10277,28,115,100,3127.88,4/8/2004,Shipped,3,AUGUST,2004,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
10287,23,115,100,2675.13,30/08/04,Shipped,3,AUGUST,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Small
10300,23,115,100,2807.61,4/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Blauer See Auto, Co.",Frankfurt,Germany,Small
10310,25,115,100,2504.75,16/10/04,Shipped,4,OCTOBER,2004,Classic Cars,"Toms Spezialitten, Ltd",Koln,Germany,Small
10321,24,115,100,2984.88,4/11/2004,Shipped,4,NOVEMBER,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,Small
10329,39,115,64.74,2524.86,15/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Land of Toys Inc.,NYC,USA,Small
10341,55,115,75.2,4136,24/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium
10363,46,115,88.45,4068.7,6/1/2005,Shipped,1,JANUARY,2005,Classic Cars,Suominen Souveniers,Espoo,Finland,Medium
10377,50,115,100,5182,9/2/2005,Shipped,1,FEBRUARY,2005,Classic Cars,"Toys of Finland, Co.",Helsinki,Finland,Medium
10389,47,115,100,5243.79,3/3/2005,Shipped,1,MARCH,2005,Classic Cars,Scandinavian Gift Ideas,Boras,Sweden,Medium
10405,97,115,93.28,9048.16,14/04/05,Shipped,2,APRIL,2005,Classic Cars,Mini Caravy,Strasbourg,France,Large
10419,32,115,100,3832.64,17/05/05,Shipped,2,MAY,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium
10103,35,116,100,3920,29/01/03,Shipped,1,JANUARY,2003,Trucks and Buses,Baane Mini Imports,Stavern,Norway,Medium
10113,49,116,100,4916.66,26/03/03,Shipped,1,MARCH,2003,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10126,38,116,100,3857,28/05/03,Shipped,2,MAY,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
10140,32,116,100,4181.44,24/07/03,Shipped,3,JULY,2003,Trucks and Buses,Technics Stores Inc.,Burlingame,USA,Medium
10150,34,116,100,4641,19/09/03,Shipped,3,SETPEMBER,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
10164,36,116,99.17,3570.12,21/10/03,Resolved,4,OCTOBER,2003,Trucks and Buses,Mini Auto Werke,Graz,Austria,Medium
10174,48,116,93.34,4480.32,6/11/2003,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Australian Gift Network, Co",South Brisbane,Australia,Medium
10183,21,116,96.84,2033.64,13/11/03,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Classic Gift Ideas, Inc",Philadelphia,USA,Small
10194,21,116,93.34,1960.14,25/11/03,Shipped,4,NOVEMBER,2003,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,Small
10206,34,116,100,3966.78,5/12/2003,Shipped,4,DECEMBER,2003,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,Canada,Medium
10215,46,116,100,5152,29/01/04,Shipped,1,JANUARY,2004,Trucks and Buses,West Coast Collectables Co.,Burbank,USA,Medium
10228,32,116,100,3360,10/3/2004,Shipped,1,MARCH,2004,Trucks and Buses,Cambridge Collectables Co.,Cambridge,USA,Medium
10245,29,116,100,3451,4/5/2004,Shipped,2,MAY,2004,Trucks and Buses,Super Scale Inc.,New Haven,USA,Medium
10258,41,116,100,5453,15/06/04,Shipped,2,JUNE,2004,Trucks and Buses,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium
10270,43,116,96.84,4164.12,19/07/04,Shipped,3,JULY,2004,Trucks and Buses,Souveniers And Things Co.,Chatswood,Australia,Medium
10280,24,116,100,2800.08,17/08/04,Shipped,3,AUGUST,2004,Trucks and Buses,Amica Models & Co.,Torino,Italy,Small
10291,41,116,100,4687.94,8/9/2004,Shipped,3,SETPEMBER,2004,Trucks and Buses,Scandinavian Gift Ideas,Boras,Sweden,Medium
10304,46,116,98,4508,11/10/2004,Shipped,4,OCTOBER,2004,Trucks and Buses,Auto Assoc. & Cie.,Versailles,France,Medium
10312,32,116,100,4181.44,21/10/04,Shipped,4,OCTOBER,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10322,22,116,100,2251.04,4/11/2004,Shipped,4,NOVEMBER,2004,Trucks and Buses,Online Diecast Creations Co.,Nashua,USA,Small
10333,29,116,40.25,1167.25,18/11/04,Shipped,4,NOVEMBER,2004,Trucks and Buses,Mini Wheels Co.,San Francisco,USA,Small
10347,42,116,49.6,2083.2,29/11/04,Shipped,4,NOVEMBER,2004,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,Small
10357,39,116,98,3822,10/12/2004,Shipped,4,DECEMBER,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10370,27,116,100,3911.49,20/01/05,Shipped,1,JANUARY,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
10381,48,116,98,4704,17/02/05,Shipped,1,FEBRUARY,2005,Trucks and Buses,Corporate Gift Ideas Co.,San Francisco,USA,Medium
10391,29,116,85.1,2467.9,9/3/2005,Shipped,1,MARCH,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,Small
10411,27,116,100,3213,1/5/2005,Shipped,2,MAY,2005,Trucks and Buses,Quebec Home Shopping Network,Montreal,Canada,Medium
10424,54,116,100,7182,31/05/05,In Process,2,MAY,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,Large
10109,26,141,100,4379.18,10/3/2003,Shipped,1,MARCH,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
10122,34,141,100,5004.8,8/5/2003,Shipped,2,MAY,2003,Classic Cars,Marseille Mini Autos,Marseille,France,Medium
10136,25,141,100,3644.75,4/7/2003,Shipped,3,JULY,2003,Classic Cars,Alpha Cognac,Toulouse,France,Medium
10148,23,141,100,2702.04,11/9/2003,Shipped,3,SETPEMBER,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Small
10161,28,141,100,3764.88,17/10/03,Shipped,4,OCTOBER,2003,Classic Cars,Heintze Collectables,Aaarhus,Denmark,Medium
10171,35,141,100,4508,5/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Quebec Home Shopping Network,Montreal,Canada,Medium
10181,44,141,100,5418.16,12/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Medium
10192,22,141,100,3300.66,20/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10204,42,141,100,6182.4,2/12/2003,Shipped,4,DECEMBER,2003,Classic Cars,Muscle Machine Inc,NYC,USA,Medium
10212,29,141,100,4186.73,16/01/04,Shipped,1,JANUARY,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10225,32,141,100,4529.28,22/02/04,Shipped,1,FEBRUARY,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium
10240,41,141,100,5628.89,13/04/04,Shipped,2,APRIL,2004,Classic Cars,Osaka Souveniers Co.,Osaka,Japan,Medium
10253,26,141,100,3054.48,1/6/2004,Cancelled,2,JUNE,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Medium
10266,21,141,100,2526.51,6/7/2004,Shipped,3,JULY,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Small
10278,34,141,100,4667.86,6/8/2004,Shipped,3,AUGUST,2004,Classic Cars,Signal Gift Stores,Las Vegas,USA,Medium
10287,41,141,100,6499.32,30/08/04,Shipped,3,AUGUST,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium
10301,37,141,100,5917.78,5/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium
10310,37,141,100,6231.91,16/10/04,Shipped,4,OCTOBER,2004,Classic Cars,"Toms Spezialitten, Ltd",Koln,Germany,Medium
10321,41,141,100,5803.14,4/11/2004,Shipped,4,NOVEMBER,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,Medium
10331,46,141,100,6434.02,17/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
10342,40,141,100,6454.4,24/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10356,43,141,97.6,4196.8,9/12/2004,Shipped,4,DECEMBER,2004,Classic Cars,Lyon Souveniers,Paris,France,Medium
10365,30,141,87.06,2611.8,7/1/2005,Shipped,1,JANUARY,2005,Classic Cars,Mini Creations Ltd.,New Bedford,USA,Small
10377,35,141,100,5895.05,9/2/2005,Shipped,1,FEBRUARY,2005,Classic Cars,"Toys of Finland, Co.",Helsinki,Finland,Medium
10390,36,141,93.77,3375.72,4/3/2005,Shipped,1,MARCH,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10406,61,141,100,8374.69,15/04/05,Disputed,2,APRIL,2005,Classic Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Large
10419,38,141,100,4464.24,17/05/05,Shipped,2,MAY,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium
10102,39,102,100,4808.31,10/1/2003,Shipped,1,JANUARY,2003,Vintage Cars,Vitachrome Inc.,NYC,USA,Medium
10111,33,102,99.66,3288.78,25/03/03,Shipped,1,MARCH,2003,Vintage Cars,Mini Wheels Co.,San Francisco,USA,Medium
10125,32,102,100,3254.72,21/05/03,Shipped,2,MAY,2003,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10139,31,102,100,3184.94,16/07/03,Shipped,3,JULY,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Medium
10149,50,102,100,5907.5,12/9/2003,Shipped,3,SETPEMBER,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,Medium
10162,48,102,91.44,4389.12,18/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium
10173,43,102,100,5036.16,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Medium
10182,25,102,87.33,2183.25,12/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10193,28,102,100,3106.88,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium
10205,36,102,100,3735.72,3/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10215,27,102,89.38,2413.26,29/01/04,Shipped,1,JANUARY,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,Small
10227,25,102,100,2953.75,2/3/2004,Shipped,1,MARCH,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,Small
10244,40,102,100,4684.8,29/04/04,Shipped,2,APRIL,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10256,34,102,95.55,3248.7,8/6/2004,Shipped,2,JUNE,2004,Vintage Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
10280,50,102,100,5239.5,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium
10289,38,102,100,4567.98,3/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Herkku Gifts,Bergen,Norway,Medium
10304,37,102,95.55,3535.35,11/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Medium
10312,43,102,89.38,3843.34,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10322,43,102,86.3,3710.9,4/11/2004,Shipped,4,NOVEMBER,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10332,46,102,95.13,4375.98,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Medium
10346,42,102,36.11,1516.62,29/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,Signal Gift Stores,Las Vegas,USA,Small
10356,50,102,50.18,2509,9/12/2004,Shipped,4,DECEMBER,2004,Vintage Cars,Lyon Souveniers,Paris,France,Small
10369,44,102,100,9240.44,20/01/05,Shipped,1,JANUARY,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,Large
10380,27,102,93.16,2515.32,16/02/05,Shipped,1,FEBRUARY,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Small
10391,35,102,100,5548.9,9/3/2005,Shipped,1,MARCH,2005,Vintage Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
10422,51,102,95.55,4873.05,30/05/05,In Process,2,MAY,2005,Vintage Cars,Diecast Classics Inc.,Allentown,USA,Medium
10102,41,53,50.14,2055.74,10/1/2003,Shipped,1,JANUARY,2003,Vintage Cars,Vitachrome Inc.,NYC,USA,Small
10111,48,53,49.06,2354.88,25/03/03,Shipped,1,MARCH,2003,Vintage Cars,Mini Wheels Co.,San Francisco,USA,Small
10126,42,53,54.99,2309.58,28/05/03,Shipped,2,MAY,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
10139,49,53,43.13,2113.37,16/07/03,Shipped,3,JULY,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Small
10149,30,53,58.22,1746.6,12/9/2003,Shipped,3,SETPEMBER,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,Small
10162,45,53,51.21,2304.45,18/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Small
10173,48,53,44.21,2122.08,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Small
10182,32,53,54.45,1742.4,12/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10193,46,53,53.37,2455.02,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
10205,48,53,63.61,3053.28,3/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10215,33,53,43.13,1423.29,29/01/04,Shipped,1,JANUARY,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,Small
10227,31,53,48.52,1504.12,2/3/2004,Shipped,1,MARCH,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,Small
10244,20,53,58.22,1164.4,29/04/04,Shipped,2,APRIL,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Small
10256,29,53,51.75,1500.75,8/6/2004,Shipped,2,JUNE,2004,Vintage Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Small
10280,27,53,57.68,1557.36,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Small
10289,24,53,56.07,1345.68,3/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Herkku Gifts,Bergen,Norway,Small
10304,37,53,48.52,1795.24,11/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Small
10312,25,53,44.21,1105.25,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10322,41,53,57.68,2364.88,4/11/2004,Shipped,4,NOVEMBER,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Small
10332,27,53,89.89,2427.03,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small
10347,21,53,58.95,1237.95,29/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Small
10356,22,53,72.41,1593.02,9/12/2004,Shipped,4,DECEMBER,2004,Vintage Cars,Lyon Souveniers,Paris,France,Small
10369,32,53,98.63,3156.16,20/01/05,Shipped,1,JANUARY,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,Medium
10381,25,53,52.83,1320.75,17/02/05,Shipped,1,FEBRUARY,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Small
10391,42,53,100,4998,9/3/2005,Shipped,1,MARCH,2005,Vintage Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
10422,25,53,51.75,1293.75,30/05/05,In Process,2,MAY,2005,Vintage Cars,Diecast Classics Inc.,Allentown,USA,Small
10110,37,124,100,5433.08,18/03/03,Shipped,1,MARCH,2003,Classic Cars,"AV Stores, Co.",Manchester,UK,Medium
10123,26,124,100,3073.72,20/05/03,Shipped,2,MAY,2003,Classic Cars,Atelier graphique,Nantes,France,Medium
10137,44,124,99.55,4380.2,10/7/2003,Shipped,3,JULY,2003,Classic Cars,Reims Collectables,Reims,France,Medium
10148,47,124,100,5848.68,11/9/2003,Shipped,3,SETPEMBER,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
10161,43,124,100,6153.73,17/10/03,Shipped,4,OCTOBER,2003,Classic Cars,Heintze Collectables,Aaarhus,Denmark,Medium
10172,42,124,100,4965.24,5/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Gift Depot Inc.,Bridgewater,USA,Medium
10181,42,124,100,5435.64,12/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Medium
10192,29,124,100,4258.36,20/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10204,40,124,100,4032,2/12/2003,Shipped,4,DECEMBER,2003,Classic Cars,Muscle Machine Inc,NYC,USA,Medium
10212,38,124,100,4492.36,16/01/04,Shipped,1,JANUARY,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10226,38,124,100,4161.38,26/02/04,Shipped,1,FEBRUARY,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,USA,Medium
10241,21,124,100,2508.66,13/04/04,Shipped,2,APRIL,2004,Classic Cars,Mini Caravy,Strasbourg,France,Small
10253,24,124,100,3374.88,1/6/2004,Cancelled,2,JUNE,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Medium
10266,36,124,100,5196.6,6/7/2004,Shipped,3,JULY,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Medium
10278,23,124,100,2604.52,6/8/2004,Shipped,3,AUGUST,2004,Classic Cars,Signal Gift Stores,Las Vegas,USA,Small
10288,20,124,100,2936.8,1/9/2004,Shipped,3,SETPEMBER,2004,Classic Cars,Handji Gifts& Co,Singapore,Singapore,Small
10301,32,124,100,3424.64,5/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium
10311,29,124,100,2923.2,16/10/04,Shipped,4,OCTOBER,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Small
10321,44,124,100,4489.76,4/11/2004,Shipped,4,NOVEMBER,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,Medium
10331,44,124,100,4849.24,17/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
10343,36,124,100,5848.92,24/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Reims Collectables,Reims,France,Medium
10367,49,124,56.3,2758.7,12/1/2005,Resolved,1,JANUARY,2005,Classic Cars,Toys4GrownUps.com,Pasadena,USA,Small
10378,34,124,42.64,1449.76,10/2/2005,Shipped,1,FEBRUARY,2005,Classic Cars,Euro Shopping Channel,Madrid,Spain,Small
10407,59,124,100,7048.14,22/04/05,On Hold,2,APRIL,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,USA,Large
10419,37,124,100,5202.94,17/05/05,Shipped,2,MAY,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium
10106,36,157,100,5279.4,17/02/03,Shipped,1,FEBRUARY,2003,Planes,Rovelli Gifts,Bergamo,Italy,Medium
10119,43,157,100,6916.12,28/04/03,Shipped,2,APRIL,2003,Planes,Salzburg Collectables,Salzburg,Austria,Medium
10131,21,157,100,2781.66,16/06/03,Shipped,2,JUNE,2003,Planes,Gift Ideas Corp.,Glendale,USA,Small
10143,32,157,100,5248,10/8/2003,Shipped,3,AUGUST,2003,Planes,Mini Creations Ltd.,New Bedford,USA,Medium
10155,38,157,100,6531.44,6/10/2003,Shipped,4,OCTOBER,2003,Planes,"Toys of Finland, Co.",Helsinki,Finland,Medium
10167,43,157,100,5763.72,23/10/03,Cancelled,4,OCTOBER,2003,Planes,Scandinavian Gift Ideas,Boras,Sweden,Medium
10178,42,157,100,6490.68,8/11/2003,Shipped,4,NOVEMBER,2003,Planes,Alpha Cognac,Toulouse,France,Medium
10186,32,157,100,6004.8,14/11/03,Shipped,4,NOVEMBER,2003,Planes,"Double Decker Gift Stores, Ltd",London,UK,Medium
10198,42,157,100,7483.98,27/11/03,Shipped,4,NOVEMBER,2003,Planes,Cruz & Sons Co.,Makati City,Philippines,Large
10210,31,157,100,5719.5,12/1/2004,Shipped,1,JANUARY,2004,Planes,Osaka Souveniers Co.,Osaka,Japan,Medium
10222,49,157,100,6954.08,19/02/04,Shipped,1,FEBRUARY,2004,Planes,Collectable Mini Designs Co.,San Diego,USA,Medium
10250,45,157,100,8160.3,11/5/2004,Shipped,2,MAY,2004,Planes,The Sharp Gifts Warehouse,San Jose,USA,Large
10262,49,157,100,6567.96,24/06/04,Cancelled,2,JUNE,2004,Planes,Euro Shopping Channel,Madrid,Spain,Medium
10274,41,157,100,6724,21/07/04,Shipped,3,JULY,2004,Planes,Collectables For Less Inc.,Brickhaven,USA,Medium
10284,45,157,100,5747.85,21/08/04,Shipped,3,AUGUST,2004,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium
10296,36,157,100,5676.84,15/09/04,Shipped,3,SETPEMBER,2004,Planes,"Bavarian Collectables Imports, Co.",Munich,Germany,Medium
10307,39,157,100,7379.97,14/10/04,Shipped,4,OCTOBER,2004,Planes,"Classic Gift Ideas, Inc",Philadelphia,USA,Large
10316,27,157,100,3704.13,1/11/2004,Shipped,4,NOVEMBER,2004,Planes,giftsbymail.co.uk,Cowes,UK,Medium
10327,25,157,100,2804.75,10/11/2004,Resolved,4,NOVEMBER,2004,Planes,Danish Wholesale Imports,Kobenhavn,Denmark,Small
10338,41,157,100,5624.79,22/11/04,Shipped,4,NOVEMBER,2004,Planes,Royale Belge,Charleroi,Belgium,Medium
10351,39,157,99.52,3881.28,3/12/2004,Shipped,4,DECEMBER,2004,Planes,"Stylish Desk Decors, Co.",London,UK,Medium
10373,28,157,57.55,1611.4,31/01/05,Shipped,1,JANUARY,2005,Planes,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small
10386,25,157,54.57,1364.25,1/3/2005,Resolved,1,MARCH,2005,Planes,Euro Shopping Channel,Madrid,Spain,Small
10398,33,157,100,4215.09,30/03/05,Shipped,1,MARCH,2005,Planes,Reims Collectables,Reims,France,Medium
10400,34,157,100,6433.82,1/4/2005,Shipped,2,APRIL,2005,Planes,The Sharp Gifts Warehouse,San Jose,USA,Medium
10416,24,157,100,4352.16,10/5/2005,Shipped,2,MAY,2005,Planes,L'ordine Souveniers,Reggio Emilia,Italy,Medium
10100,30,170,100,5151,6/1/2003,Shipped,1,JANUARY,2003,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10110,42,170,100,6069,18/03/03,Shipped,1,MARCH,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,Medium
10124,21,170,100,2856,21/05/03,Shipped,2,MAY,2003,Vintage Cars,Signal Gift Stores,Las Vegas,USA,Small
10149,34,170,100,5375.4,12/9/2003,Shipped,3,SETPEMBER,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,Medium
10162,29,170,100,5176.5,18/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium
10173,24,170,100,3508.8,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Medium
10182,44,170,100,7554.8,12/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Large
10193,21,170,100,3141.6,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium
10204,33,170,100,5890.5,2/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Muscle Machine Inc,NYC,USA,Medium
10214,30,170,100,5967,26/01/04,Shipped,1,JANUARY,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
10227,26,170,100,3712.8,2/3/2004,Shipped,1,MARCH,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,Medium
10241,41,170,100,7597.3,13/04/04,Shipped,2,APRIL,2004,Vintage Cars,Mini Caravy,Strasbourg,France,Large
10280,26,170,100,3668.6,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium
10288,32,170,100,5875.2,1/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,Medium
10302,43,170,100,7310,6/10/2003,Shipped,4,OCTOBER,2003,Vintage Cars,"UK Collectables, Ltd.",Liverpool,UK,Large
10312,48,170,100,8078.4,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Large
10331,44,170,74.04,3257.76,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
10344,45,170,100,7650,25/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,Marseille Mini Autos,Marseille,France,Large
10367,37,170,100,4703.81,12/1/2005,Resolved,1,JANUARY,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,Medium
